NAICS_Code,salesdate,kind_of_business,sales,Adjusted
None,12-1-2019,Retail sales and food services excl gasoline stations,479769,Y
None,1-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,363338,Y
None,2-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,360834,Y
None,3-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,364418,Y
None,4-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,366650,Y
None,5-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,367975,Y
None,6-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,370338,Y
None,7-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,372369,Y
None,8-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,373450,Y
None,9-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,372355,Y
None,10-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,373751,Y
None,11-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,372985,Y
None,12-1-2019,Retail sales and food services excl motor vehicle and parts and gasoline stations,374946,Y
None,1-1-2019,"Retail sales, total",440751,Y
None,2-1-2019,"Retail sales, total",439996,Y
None,3-1-2019,"Retail sales, total",447167,Y
None,4-1-2019,"Retail sales, total",448709,Y
None,5-1-2019,"Retail sales, total",449552,Y
None,6-1-2019,"Retail sales, total",450927,Y
None,7-1-2019,"Retail sales, total",454012,Y
None,8-1-2019,"Retail sales, total",456500,Y
None,9-1-2019,"Retail sales, total",452849,Y
None,10-1-2019,"Retail sales, total",455486,Y
None,11-1-2019,"Retail sales, total",457658,Y
None,12-1-2019,"Retail sales, total",458055,Y
None,1-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",341146,Y
None,2-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",339643,Y
None,3-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",343927,Y
None,4-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",346520,Y
None,5-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",346933,Y
None,6-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",347971,Y
None,7-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",350332,Y
None,8-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",350900,Y
None,9-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",349137,Y
None,10-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",351389,Y
None,11-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",351078,Y
None,12-1-2019,"Retail sales, total (excl. motor vehicle and parts dealers)",353232,Y
None,1-1-2019,GAFO(1),107814,Y
None,2-1-2019,GAFO(1),107153,Y
None,3-1-2019,GAFO(1),108744,Y
None,4-1-2019,GAFO(1),109319,Y
None,5-1-2019,GAFO(1),108851,Y
None,6-1-2019,GAFO(1),109081,Y
None,7-1-2019,GAFO(1),109662,Y
None,8-1-2019,GAFO(1),109339,Y
None,9-1-2019,GAFO(1),108996,Y
None,10-1-2019,GAFO(1),109047,Y
None,11-1-2019,GAFO(1),108946,Y
None,12-1-2019,GAFO(1),109703,Y
441,1-1-2019,Motor vehicle and parts dealers,99605,Y
441,2-1-2019,Motor vehicle and parts dealers,100353,Y
441,3-1-2019,Motor vehicle and parts dealers,103240,Y
441,4-1-2019,Motor vehicle and parts dealers,102189,Y
441,5-1-2019,Motor vehicle and parts dealers,102619,Y
441,6-1-2019,Motor vehicle and parts dealers,102956,Y
441,7-1-2019,Motor vehicle and parts dealers,103680,Y
441,8-1-2019,Motor vehicle and parts dealers,105600,Y
441,9-1-2019,Motor vehicle and parts dealers,103712,Y
441,10-1-2019,Motor vehicle and parts dealers,104097,Y
441,11-1-2019,Motor vehicle and parts dealers,106580,Y
441,12-1-2019,Motor vehicle and parts dealers,104823,Y
"4411,4412",1-1-2019,Automobile and other motor vehicle dealers,91828,Y
"4411,4412",2-1-2019,Automobile and other motor vehicle dealers,92351,Y
"4411,4412",3-1-2019,Automobile and other motor vehicle dealers,95081,Y
"4411,4412",4-1-2019,Automobile and other motor vehicle dealers,94055,Y
"4411,4412",5-1-2019,Automobile and other motor vehicle dealers,94517,Y
"4411,4412",6-1-2019,Automobile and other motor vehicle dealers,94886,Y
"4411,4412",7-1-2019,Automobile and other motor vehicle dealers,95634,Y
"4411,4412",8-1-2019,Automobile and other motor vehicle dealers,97409,Y
"4411,4412",9-1-2019,Automobile and other motor vehicle dealers,95681,Y
"4411,4412",10-1-2019,Automobile and other motor vehicle dealers,95987,Y
"4411,4412",11-1-2019,Automobile and other motor vehicle dealers,98421,Y
"4411,4412",12-1-2019,Automobile and other motor vehicle dealers,96717,Y
4413,1-1-2019,"Automotive parts, acc., and tire stores",7777,Y
4413,2-1-2019,"Automotive parts, acc., and tire stores",8002,Y
4413,3-1-2019,"Automotive parts, acc., and tire stores",8159,Y
4413,4-1-2019,"Automotive parts, acc., and tire stores",8134,Y
4413,5-1-2019,"Automotive parts, acc., and tire stores",8102,Y
4413,6-1-2019,"Automotive parts, acc., and tire stores",8070,Y
4413,7-1-2019,"Automotive parts, acc., and tire stores",8046,Y
4413,8-1-2019,"Automotive parts, acc., and tire stores",8191,Y
4413,9-1-2019,"Automotive parts, acc., and tire stores",8031,Y
4413,10-1-2019,"Automotive parts, acc., and tire stores",8110,Y
4413,11-1-2019,"Automotive parts, acc., and tire stores",8159,Y
4413,12-1-2019,"Automotive parts, acc., and tire stores",8106,Y
"442,443",1-1-2019,"Furniture, home furn, electronics, and appliance stores",17406,Y
"442,443",2-1-2019,"Furniture, home furn, electronics, and appliance stores",17370,Y
"442,443",3-1-2019,"Furniture, home furn, electronics, and appliance stores",17579,Y
"442,443",4-1-2019,"Furniture, home furn, electronics, and appliance stores",17592,Y
"442,443",5-1-2019,"Furniture, home furn, electronics, and appliance stores",17664,Y
"442,443",6-1-2019,"Furniture, home furn, electronics, and appliance stores",17620,Y
"442,443",7-1-2019,"Furniture, home furn, electronics, and appliance stores",17719,Y
"442,443",8-1-2019,"Furniture, home furn, electronics, and appliance stores",17654,Y
"442,443",9-1-2019,"Furniture, home furn, electronics, and appliance stores",17795,Y
"442,443",10-1-2019,"Furniture, home furn, electronics, and appliance stores",17566,Y
"442,443",11-1-2019,"Furniture, home furn, electronics, and appliance stores",17733,Y
"442,443",12-1-2019,"Furniture, home furn, electronics, and appliance stores",17487,Y
442,1-1-2019,Furniture and home furnishings stores,9787,Y
442,2-1-2019,Furniture and home furnishings stores,9862,Y
442,3-1-2019,Furniture and home furnishings stores,10008,Y
442,4-1-2019,Furniture and home furnishings stores,10073,Y
442,5-1-2019,Furniture and home furnishings stores,10074,Y
442,6-1-2019,Furniture and home furnishings stores,10071,Y
442,7-1-2019,Furniture and home furnishings stores,10067,Y
442,8-1-2019,Furniture and home furnishings stores,10082,Y
442,9-1-2019,Furniture and home furnishings stores,10177,Y
442,10-1-2019,Furniture and home furnishings stores,10120,Y
442,11-1-2019,Furniture and home furnishings stores,10219,Y
442,12-1-2019,Furniture and home furnishings stores,9990,Y
443,1-1-2019,Electronics and appliance stores,7619,Y
443,2-1-2019,Electronics and appliance stores,7508,Y
443,3-1-2019,Electronics and appliance stores,7571,Y
443,4-1-2019,Electronics and appliance stores,7519,Y
443,5-1-2019,Electronics and appliance stores,7590,Y
443,6-1-2019,Electronics and appliance stores,7549,Y
443,7-1-2019,Electronics and appliance stores,7652,Y
443,8-1-2019,Electronics and appliance stores,7572,Y
443,9-1-2019,Electronics and appliance stores,7618,Y
443,10-1-2019,Electronics and appliance stores,7446,Y
443,11-1-2019,Electronics and appliance stores,7514,Y
443,12-1-2019,Electronics and appliance stores,7497,Y
444,1-1-2019,Building mat. and garden equip. and supplies dealers,32451,Y
444,2-1-2019,Building mat. and garden equip. and supplies dealers,30745,Y
444,3-1-2019,Building mat. and garden equip. and supplies dealers,31106,Y
444,4-1-2019,Building mat. and garden equip. and supplies dealers,30959,Y
444,5-1-2019,Building mat. and garden equip. and supplies dealers,30338,Y
444,6-1-2019,Building mat. and garden equip. and supplies dealers,30385,Y
444,7-1-2019,Building mat. and garden equip. and supplies dealers,30679,Y
444,8-1-2019,Building mat. and garden equip. and supplies dealers,31270,Y
444,9-1-2019,Building mat. and garden equip. and supplies dealers,30806,Y
444,10-1-2019,Building mat. and garden equip. and supplies dealers,31118,Y
444,11-1-2019,Building mat. and garden equip. and supplies dealers,31312,Y
444,12-1-2019,Building mat. and garden equip. and supplies dealers,31952,Y
4441,1-1-2019,Building mat. and supplies dealers,28291,Y
4441,2-1-2019,Building mat. and supplies dealers,26795,Y
4441,3-1-2019,Building mat. and supplies dealers,27290,Y
4441,4-1-2019,Building mat. and supplies dealers,27295,Y
4441,5-1-2019,Building mat. and supplies dealers,27010,Y
4441,6-1-2019,Building mat. and supplies dealers,26775,Y
4441,7-1-2019,Building mat. and supplies dealers,26826,Y
4441,8-1-2019,Building mat. and supplies dealers,27382,Y
4441,9-1-2019,Building mat. and supplies dealers,26904,Y
4441,10-1-2019,Building mat. and supplies dealers,27022,Y
4441,11-1-2019,Building mat. and supplies dealers,27143,Y
4441,12-1-2019,Building mat. and supplies dealers,27798,Y
445,1-1-2019,Food and beverage stores,63940,Y
445,2-1-2019,Food and beverage stores,62493,Y
445,3-1-2019,Food and beverage stores,63724,Y
445,4-1-2019,Food and beverage stores,63950,Y
445,5-1-2019,Food and beverage stores,64071,Y
445,6-1-2019,Food and beverage stores,64557,Y
445,7-1-2019,Food and beverage stores,65344,Y
445,8-1-2019,Food and beverage stores,65328,Y
445,9-1-2019,Food and beverage stores,64871,Y
445,10-1-2019,Food and beverage stores,64915,Y
445,11-1-2019,Food and beverage stores,65212,Y
445,12-1-2019,Food and beverage stores,65676,Y
4451,1-1-2019,Grocery stores,57299,Y
4451,2-1-2019,Grocery stores,55865,Y
4451,3-1-2019,Grocery stores,57045,Y
4451,4-1-2019,Grocery stores,57255,Y
4451,5-1-2019,Grocery stores,57417,Y
4451,6-1-2019,Grocery stores,57849,Y
4451,7-1-2019,Grocery stores,58581,Y
4451,8-1-2019,Grocery stores,58549,Y
4451,9-1-2019,Grocery stores,58117,Y
4451,10-1-2019,Grocery stores,58172,Y
4451,11-1-2019,Grocery stores,58406,Y
4451,12-1-2019,Grocery stores,58877,Y
4453,1-1-2019,"Beer, wine and liquor stores",4660,Y
4453,2-1-2019,"Beer, wine and liquor stores",4667,Y
4453,3-1-2019,"Beer, wine and liquor stores",4704,Y
4453,4-1-2019,"Beer, wine and liquor stores",4686,Y
4453,5-1-2019,"Beer, wine and liquor stores",4683,Y
4453,6-1-2019,"Beer, wine and liquor stores",4736,Y
4453,7-1-2019,"Beer, wine and liquor stores",4760,Y
4453,8-1-2019,"Beer, wine and liquor stores",4783,Y
4453,9-1-2019,"Beer, wine and liquor stores",4764,Y
4453,10-1-2019,"Beer, wine and liquor stores",4742,Y
4453,11-1-2019,"Beer, wine and liquor stores",4798,Y
4453,12-1-2019,"Beer, wine and liquor stores",4829,Y
446,1-1-2019,Health and personal care stores,28639,Y
446,2-1-2019,Health and personal care stores,28756,Y
446,3-1-2019,Health and personal care stores,28700,Y
446,4-1-2019,Health and personal care stores,28545,Y
446,5-1-2019,Health and personal care stores,28684,Y
446,6-1-2019,Health and personal care stores,28615,Y
446,7-1-2019,Health and personal care stores,28398,Y
446,8-1-2019,Health and personal care stores,28414,Y
446,9-1-2019,Health and personal care stores,28434,Y
446,10-1-2019,Health and personal care stores,28718,Y
446,11-1-2019,Health and personal care stores,28499,Y
446,12-1-2019,Health and personal care stores,28359,Y
44611,1-1-2019,Pharmacies and drug stores,23673,Y
44611,2-1-2019,Pharmacies and drug stores,23699,Y
44611,3-1-2019,Pharmacies and drug stores,23741,Y
44611,4-1-2019,Pharmacies and drug stores,23624,Y
44611,5-1-2019,Pharmacies and drug stores,23849,Y
44611,6-1-2019,Pharmacies and drug stores,23736,Y
44611,7-1-2019,Pharmacies and drug stores,23626,Y
44611,8-1-2019,Pharmacies and drug stores,23586,Y
44611,9-1-2019,Pharmacies and drug stores,23625,Y
44611,10-1-2019,Pharmacies and drug stores,23900,Y
44611,11-1-2019,Pharmacies and drug stores,23400,Y
44611,12-1-2019,Pharmacies and drug stores,23307,Y
447,1-1-2019,Gasoline stations,39781,Y
447,2-1-2019,Gasoline stations,41440,Y
447,3-1-2019,Gasoline stations,42662,Y
447,4-1-2019,Gasoline stations,43487,Y
447,5-1-2019,Gasoline stations,43276,Y
447,6-1-2019,Gasoline stations,42617,Y
447,7-1-2019,Gasoline stations,43398,Y
447,8-1-2019,Gasoline stations,42783,Y
447,9-1-2019,Gasoline stations,42538,Y
447,10-1-2019,Gasoline stations,43266,Y
447,11-1-2019,Gasoline stations,43240,Y
447,12-1-2019,Gasoline stations,44093,Y
448,1-1-2019,Clothing and clothing access. stores,22040,Y
448,2-1-2019,Clothing and clothing access. stores,22012,Y
448,3-1-2019,Clothing and clothing access. stores,22431,Y
448,4-1-2019,Clothing and clothing access. stores,22360,Y
448,5-1-2019,Clothing and clothing access. stores,22246,Y
448,6-1-2019,Clothing and clothing access. stores,22374,Y
448,7-1-2019,Clothing and clothing access. stores,22548,Y
448,8-1-2019,Clothing and clothing access. stores,22432,Y
448,9-1-2019,Clothing and clothing access. stores,22415,Y
448,10-1-2019,Clothing and clothing access. stores,22400,Y
448,11-1-2019,Clothing and clothing access. stores,22272,Y
448,12-1-2019,Clothing and clothing access. stores,22941,Y
4481,1-1-2019,Clothing stores,16097,Y
4481,2-1-2019,Clothing stores,15991,Y
4481,3-1-2019,Clothing stores,16328,Y
4481,4-1-2019,Clothing stores,16299,Y
4481,5-1-2019,Clothing stores,16265,Y
4481,6-1-2019,Clothing stores,16346,Y
4481,7-1-2019,Clothing stores,16409,Y
4481,8-1-2019,Clothing stores,16276,Y
4481,9-1-2019,Clothing stores,16187,Y
4481,10-1-2019,Clothing stores,16314,Y
4481,11-1-2019,Clothing stores,16316,Y
4481,12-1-2019,Clothing stores,16759,Y
44811,1-1-2019,Men's clothing stores,788,Y
44811,2-1-2019,Men's clothing stores,740,Y
44811,3-1-2019,Men's clothing stores,759,Y
44811,4-1-2019,Men's clothing stores,769,Y
44811,5-1-2019,Men's clothing stores,759,Y
44811,6-1-2019,Men's clothing stores,746,Y
44811,7-1-2019,Men's clothing stores,760,Y
44811,8-1-2019,Men's clothing stores,754,Y
44811,9-1-2019,Men's clothing stores,758,Y
44811,10-1-2019,Men's clothing stores,766,Y
44811,11-1-2019,Men's clothing stores,764,Y
44811,12-1-2019,Men's clothing stores,755,Y
44812,1-1-2019,Women's clothing stores,3297,Y
44812,2-1-2019,Women's clothing stores,3230,Y
44812,3-1-2019,Women's clothing stores,3324,Y
44812,4-1-2019,Women's clothing stores,3271,Y
44812,5-1-2019,Women's clothing stores,3299,Y
44812,6-1-2019,Women's clothing stores,3259,Y
44812,7-1-2019,Women's clothing stores,3278,Y
44812,8-1-2019,Women's clothing stores,3214,Y
44812,9-1-2019,Women's clothing stores,3226,Y
44812,10-1-2019,Women's clothing stores,3210,Y
44812,11-1-2019,Women's clothing stores,3203,Y
44812,12-1-2019,Women's clothing stores,3199,Y
4482,1-1-2019,Shoe stores,3102,Y
4482,2-1-2019,Shoe stores,3125,Y
4482,3-1-2019,Shoe stores,3168,Y
4482,4-1-2019,Shoe stores,3083,Y
4482,5-1-2019,Shoe stores,3030,Y
4482,6-1-2019,Shoe stores,3042,Y
4482,7-1-2019,Shoe stores,3068,Y
4482,8-1-2019,Shoe stores,3040,Y
4482,9-1-2019,Shoe stores,3016,Y
4482,10-1-2019,Shoe stores,3044,Y
4482,11-1-2019,Shoe stores,2964,Y
4482,12-1-2019,Shoe stores,3016,Y
44831,1-1-2019,Jewelry stores,2569,Y
44831,2-1-2019,Jewelry stores,2623,Y
44831,3-1-2019,Jewelry stores,2653,Y
44831,4-1-2019,Jewelry stores,2693,Y
44831,5-1-2019,Jewelry stores,2659,Y
44831,6-1-2019,Jewelry stores,2670,Y
44831,7-1-2019,Jewelry stores,2774,Y
44831,8-1-2019,Jewelry stores,2805,Y
44831,9-1-2019,Jewelry stores,2902,Y
44831,10-1-2019,Jewelry stores,2755,Y
44831,11-1-2019,Jewelry stores,2673,Y
44831,12-1-2019,Jewelry stores,2822,Y
451,1-1-2019,"Sporting goods, hobby, musical instrument, and book stores",6541,Y
451,2-1-2019,"Sporting goods, hobby, musical instrument, and book stores",6594,Y
