salesdate,kind,sales,Adjusted
11-1-2003,Retail sales and food services excl motor vehicle and parts,239588,N
12-1-2003,Retail sales and food services excl motor vehicle and parts,290828,N
1-1-2003,Retail sales and food services excl gasoline stations,247124,N
2-1-2003,Retail sales and food services excl gasoline stations,238199,N
3-1-2003,Retail sales and food services excl gasoline stations,269821,N
4-1-2003,Retail sales and food services excl gasoline stations,271422,N
5-1-2003,Retail sales and food services excl gasoline stations,289096,N
6-1-2003,Retail sales and food services excl gasoline stations,278197,N
7-1-2003,Retail sales and food services excl gasoline stations,285929,N
8-1-2003,Retail sales and food services excl gasoline stations,292091,N
9-1-2003,Retail sales and food services excl gasoline stations,270490,N
10-1-2003,Retail sales and food services excl gasoline stations,280391,N
11-1-2003,Retail sales and food services excl gasoline stations,279319,N
12-1-2003,Retail sales and food services excl gasoline stations,335191,N
1-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,184990,N
2-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,177178,N
3-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,197957,N
4-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,199026,N
5-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,212366,N
6-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,203575,N
7-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,207451,N
8-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,214429,N
9-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,200368,N
10-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,212258,N
11-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,217642,N
12-1-2003,Retail sales and food services excl motor vehicle and parts and gasoline stations,268442,N
1-1-2003,"Retail sales, total",242271,N
2-1-2003,"Retail sales, total",233478,N
3-1-2003,"Retail sales, total",264532,N
4-1-2003,"Retail sales, total",265990,N
5-1-2003,"Retail sales, total",281482,N
6-1-2003,"Retail sales, total",271242,N
7-1-2003,"Retail sales, total",279323,N
8-1-2003,"Retail sales, total",285212,N
9-1-2003,"Retail sales, total",265331,N
10-1-2003,"Retail sales, total",273781,N
11-1-2003,"Retail sales, total",272396,N
12-1-2003,"Retail sales, total",327693,N
1-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",180137,N
2-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",172457,N
3-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",192668,N
4-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",193594,N
5-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",204752,N
6-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",196620,N
7-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",200845,N
8-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",207550,N
9-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",195209,N
10-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",205648,N
11-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",210719,N
12-1-2003,"Retail sales, total (excl. motor vehicle and parts dealers)",260944,N
1-1-2003,GAFO(1),65160,N
2-1-2003,GAFO(1),64466,N
3-1-2003,GAFO(1),71997,N
4-1-2003,GAFO(1),71294,N
5-1-2003,GAFO(1),76942,N
6-1-2003,GAFO(1),73813,N
7-1-2003,GAFO(1),74664,N
8-1-2003,GAFO(1),82179,N
9-1-2003,GAFO(1),72786,N
10-1-2003,GAFO(1),77420,N
11-1-2003,GAFO(1),88885,N
12-1-2003,GAFO(1),126508,N
1-1-2002,"Retail and food services sales, total",255598,N
2-1-2002,"Retail and food services sales, total",253086,N
3-1-2002,"Retail and food services sales, total",285261,N
4-1-2002,"Retail and food services sales, total",284747,N
5-1-2002,"Retail and food services sales, total",300402,N
6-1-2002,"Retail and food services sales, total",288854,N
7-1-2002,"Retail and food services sales, total",295433,N
8-1-2002,"Retail and food services sales, total",307256,N
9-1-2002,"Retail and food services sales, total",273189,N
10-1-2002,"Retail and food services sales, total",287540,N
11-1-2002,"Retail and food services sales, total",290705,N
12-1-2002,"Retail and food services sales, total",337006,N
1-1-2002,Retail sales and food services excl motor vehicle and parts,195033,N
2-1-2002,Retail sales and food services excl motor vehicle and parts,190149,N
3-1-2002,Retail sales and food services excl motor vehicle and parts,215490,N
4-1-2002,Retail sales and food services excl motor vehicle and parts,213955,N
5-1-2002,Retail sales and food services excl motor vehicle and parts,228248,N
6-1-2002,Retail sales and food services excl motor vehicle and parts,217787,N
7-1-2002,Retail sales and food services excl motor vehicle and parts,219025,N
8-1-2002,Retail sales and food services excl motor vehicle and parts,227673,N
9-1-2002,Retail sales and food services excl motor vehicle and parts,208039,N
10-1-2002,Retail sales and food services excl motor vehicle and parts,221211,N
11-1-2002,Retail sales and food services excl motor vehicle and parts,230116,N
12-1-2002,Retail sales and food services excl motor vehicle and parts,273540,N
1-1-2002,Retail sales and food services excl gasoline stations,238094,N
2-1-2002,Retail sales and food services excl gasoline stations,236382,N
3-1-2002,Retail sales and food services excl gasoline stations,265428,N
4-1-2002,Retail sales and food services excl gasoline stations,263641,N
5-1-2002,Retail sales and food services excl gasoline stations,278174,N
6-1-2002,Retail sales and food services excl gasoline stations,267188,N
7-1-2002,Retail sales and food services excl gasoline stations,272452,N
8-1-2002,Retail sales and food services excl gasoline stations,284125,N
9-1-2002,Retail sales and food services excl gasoline stations,251811,N
10-1-2002,Retail sales and food services excl gasoline stations,265275,N
11-1-2002,Retail sales and food services excl gasoline stations,269818,N
12-1-2002,Retail sales and food services excl gasoline stations,316070,N
1-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,177529,N
2-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,173445,N
3-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,195657,N
4-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,192849,N
5-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,206020,N
6-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,196121,N
7-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,196044,N
8-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,204542,N
9-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,186661,N
10-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,198946,N
11-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,209229,N
12-1-2002,Retail sales and food services excl motor vehicle and parts and gasoline stations,252604,N
1-1-2002,"Retail sales, total",230546,N
2-1-2002,"Retail sales, total",228084,N
3-1-2002,"Retail sales, total",257133,N
4-1-2002,"Retail sales, total",257357,N
5-1-2002,"Retail sales, total",271682,N
6-1-2002,"Retail sales, total",260385,N
7-1-2002,"Retail sales, total",266795,N
8-1-2002,"Retail sales, total",277716,N
9-1-2002,"Retail sales, total",246350,N
10-1-2002,"Retail sales, total",259945,N
11-1-2002,"Retail sales, total",263738,N
12-1-2002,"Retail sales, total",308821,N
1-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",169981,N
2-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",165147,N
3-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",187362,N
4-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",186565,N
5-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",199528,N
6-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",189318,N
7-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",190387,N
8-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",198133,N
9-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",181200,N
10-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",193616,N
11-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",203149,N
12-1-2002,"Retail sales, total (excl. motor vehicle and parts dealers)",245355,N
1-1-2002,GAFO(1),63242,N
2-1-2002,GAFO(1),64043,N
3-1-2002,GAFO(1),73116,N
4-1-2002,GAFO(1),69137,N
5-1-2002,GAFO(1),74799,N
6-1-2002,GAFO(1),72042,N
7-1-2002,GAFO(1),70434,N
8-1-2002,GAFO(1),78050,N
9-1-2002,GAFO(1),68301,N
10-1-2002,GAFO(1),73606,N
11-1-2002,GAFO(1),85664,N
12-1-2002,GAFO(1),120273,N
1-1-2001,"Retail and food services sales, total",250746,N
2-1-2001,"Retail and food services sales, total",247772,N
3-1-2001,"Retail and food services sales, total",280449,N
4-1-2001,"Retail and food services sales, total",274925,N
5-1-2001,"Retail and food services sales, total",296013,N
6-1-2001,"Retail and food services sales, total",287881,N
7-1-2001,"Retail and food services sales, total",279098,N
8-1-2001,"Retail and food services sales, total",294763,N
9-1-2001,"Retail and food services sales, total",261924,N
10-1-2001,"Retail and food services sales, total",291596,N
11-1-2001,"Retail and food services sales, total",287537,N
12-1-2001,"Retail and food services sales, total",326202,N
1-1-2001,Retail sales and food services excl motor vehicle and parts,191485,N
2-1-2001,Retail sales and food services excl motor vehicle and parts,186254,N
3-1-2001,Retail sales and food services excl motor vehicle and parts,209049,N
4-1-2001,Retail sales and food services excl motor vehicle and parts,207647,N
5-1-2001,Retail sales and food services excl motor vehicle and parts,221671,N
6-1-2001,Retail sales and food services excl motor vehicle and parts,215142,N
7-1-2001,Retail sales and food services excl motor vehicle and parts,210053,N
8-1-2001,Retail sales and food services excl motor vehicle and parts,221436,N
9-1-2001,Retail sales and food services excl motor vehicle and parts,200982,N
10-1-2001,Retail sales and food services excl motor vehicle and parts,212062,N
11-1-2001,Retail sales and food services excl motor vehicle and parts,222341,N
12-1-2001,Retail sales and food services excl motor vehicle and parts,265205,N
1-1-2001,Retail sales and food services excl gasoline stations,230657,N
2-1-2001,Retail sales and food services excl gasoline stations,228837,N
3-1-2001,Retail sales and food services excl gasoline stations,259652,N
4-1-2001,Retail sales and food services excl gasoline stations,253264,N
5-1-2001,Retail sales and food services excl gasoline stations,272163,N
6-1-2001,Retail sales and food services excl gasoline stations,264637,N
7-1-2001,Retail sales and food services excl gasoline stations,257026,N
8-1-2001,Retail sales and food services excl gasoline stations,272110,N
9-1-2001,Retail sales and food services excl gasoline stations,240545,N
10-1-2001,Retail sales and food services excl gasoline stations,271162,N
11-1-2001,Retail sales and food services excl gasoline stations,269100,N
12-1-2001,Retail sales and food services excl gasoline stations,308370,N
1-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,171396,N
2-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,167319,N
3-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,188252,N
4-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,185986,N
5-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,197821,N
6-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,191898,N
7-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,187981,N
8-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,198783,N
9-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,179603,N
10-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,191628,N
11-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,203904,N
12-1-2001,Retail sales and food services excl motor vehicle and parts and gasoline stations,247373,N
1-1-2001,"Retail sales, total",226791,N
2-1-2001,"Retail sales, total",223971,N
3-1-2001,"Retail sales, total",253439,N
4-1-2001,"Retail sales, total",249062,N
5-1-2001,"Retail sales, total",268658,N
6-1-2001,"Retail sales, total",260315,N
7-1-2001,"Retail sales, total",251504,N
8-1-2001,"Retail sales, total",266460,N
9-1-2001,"Retail sales, total",236210,N
10-1-2001,"Retail sales, total",265188,N
11-1-2001,"Retail sales, total",262004,N
12-1-2001,"Retail sales, total",298666,N
1-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",167530,N
2-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",162453,N
3-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",182039,N
4-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",181784,N
5-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",194316,N
6-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",187576,N
7-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",182459,N
8-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",193133,N
9-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",175268,N
10-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",185654,N
11-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",196808,N
12-1-2001,"Retail sales, total (excl. motor vehicle and parts dealers)",237669,N
1-1-2001,GAFO(1),60886,N
2-1-2001,GAFO(1),60888,N
3-1-2001,GAFO(1),68273,N
4-1-2001,GAFO(1),67528,N
5-1-2001,GAFO(1),71133,N
6-1-2001,GAFO(1),69654,N
7-1-2001,GAFO(1),67991,N
8-1-2001,GAFO(1),75761,N
9-1-2001,GAFO(1),66261,N
10-1-2001,GAFO(1),70307,N
11-1-2001,GAFO(1),84413,N
12-1-2001,GAFO(1),119605,N
1-1-2000,"Retail and food services sales, total",236422,N
2-1-2000,"Retail and food services sales, total",250580,N
3-1-2000,"Retail and food services sales, total",279515,N
4-1-2000,"Retail and food services sales, total",264417,N
5-1-2000,"Retail and food services sales, total",283706,N
6-1-2000,"Retail and food services sales, total",281288,N
7-1-2000,"Retail and food services sales, total",271146,N
8-1-2000,"Retail and food services sales, total",283944,N
9-1-2000,"Retail and food services sales, total",269155,N
10-1-2000,"Retail and food services sales, total",270899,N
11-1-2000,"Retail and food services sales, total",276507,N
12-1-2000,"Retail and food services sales, total",319958,N
1-1-2000,Retail sales and food services excl motor vehicle and parts,177649,N
2-1-2000,Retail sales and food services excl motor vehicle and parts,183688,N
3-1-2000,Retail sales and food services excl motor vehicle and parts,204448,N
4-1-2000,Retail sales and food services excl motor vehicle and parts,198431,N
5-1-2000,Retail sales and food services excl motor vehicle and parts,210656,N
6-1-2000,Retail sales and food services excl motor vehicle and parts,208286,N
7-1-2000,Retail sales and food services excl motor vehicle and parts,203886,N
8-1-2000,Retail sales and food services excl motor vehicle and parts,212094,N
9-1-2000,Retail sales and food services excl motor vehicle and parts,203320,N
10-1-2000,Retail sales and food services excl motor vehicle and parts,207094,N
11-1-2000,Retail sales and food services excl motor vehicle and parts,218058,N
12-1-2000,Retail sales and food services excl motor vehicle and parts,263717,N
1-1-2000,Retail sales and food services excl gasoline stations,218729,N
2-1-2000,Retail sales and food services excl gasoline stations,232286,N
3-1-2000,Retail sales and food services excl gasoline stations,258696,N
4-1-2000,Retail sales and food services excl gasoline stations,244649,N
5-1-2000,Retail sales and food services excl gasoline stations,262492,N
6-1-2000,Retail sales and food services excl gasoline stations,259046,N
7-1-2000,Retail sales and food services excl gasoline stations,248882,N
8-1-2000,Retail sales and food services excl gasoline stations,261806,N
9-1-2000,Retail sales and food services excl gasoline stations,247487,N
10-1-2000,Retail sales and food services excl gasoline stations,249187,N
11-1-2000,Retail sales and food services excl gasoline stations,255609,N
12-1-2000,Retail sales and food services excl gasoline stations,298852,N
1-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,159956,N
2-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,165394,N
3-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,183629,N
4-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,178663,N
5-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,189442,N
6-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,186044,N
7-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,181622,N
8-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,189956,N
9-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,181652,N
10-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,185382,N
11-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,197160,N
12-1-2000,Retail sales and food services excl motor vehicle and parts and gasoline stations,242611,N
1-1-2000,"Retail sales, total",213709,N
2-1-2000,"Retail sales, total",227087,N
3-1-2000,"Retail sales, total",253717,N
4-1-2000,"Retail sales, total",239051,N
5-1-2000,"Retail sales, total",257581,N
6-1-2000,"Retail sales, total",255066,N
7-1-2000,"Retail sales, total",244445,N
8-1-2000,"Retail sales, total",257487,N
9-1-2000,"Retail sales, total",243624,N
10-1-2000,"Retail sales, total",245167,N
11-1-2000,"Retail sales, total",252145,N
12-1-2000,"Retail sales, total",294197,N
1-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",154936,N
2-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",160195,N
3-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",178650,N
4-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",173065,N
5-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",184531,N
6-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",182064,N
7-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",177185,N
8-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",185637,N
9-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",177789,N
10-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",181362,N
11-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",193696,N
12-1-2000,"Retail sales, total (excl. motor vehicle and parts dealers)",237956,N
1-1-2000,GAFO(1),57190,N
2-1-2000,GAFO(1),60334,N
3-1-2000,GAFO(1),67532,N
4-1-2000,GAFO(1),66185,N
5-1-2000,GAFO(1),69726,N
6-1-2000,GAFO(1),68326,N
7-1-2000,GAFO(1),66631,N
8-1-2000,GAFO(1),72694,N
9-1-2000,GAFO(1),67939,N
10-1-2000,GAFO(1),68835,N
11-1-2000,GAFO(1),81436,N
12-1-2000,GAFO(1),115911,N
1-1-1999,"Retail and food services sales, total",218126,N
2-1-1999,"Retail and food services sales, total",220650,N
3-1-1999,"Retail and food services sales, total",253550,N
4-1-1999,"Retail and food services sales, total",250783,N
5-1-1999,"Retail and food services sales, total",262113,N
6-1-1999,"Retail and food services sales, total",260918,N
7-1-1999,"Retail and food services sales, total",262051,N
8-1-1999,"Retail and food services sales, total",265089,N
9-1-1999,"Retail and food services sales, total",253905,N
10-1-1999,"Retail and food services sales, total",258040,N
11-1-1999,"Retail and food services sales, total",264106,N
12-1-1999,"Retail and food services sales, total",317659,N
1-1-1999,Retail sales and food services excl motor vehicle and parts,165591,N
2-1-1999,Retail sales and food services excl motor vehicle and parts,163598,N
3-1-1999,Retail sales and food services excl motor vehicle and parts,185818,N
4-1-1999,Retail sales and food services excl motor vehicle and parts,185914,N
5-1-1999,Retail sales and food services excl motor vehicle and parts,194291,N
6-1-1999,Retail sales and food services excl motor vehicle and parts,191552,N
7-1-1999,Retail sales and food services excl motor vehicle and parts,193716,N
8-1-1999,Retail sales and food services excl motor vehicle and parts,195625,N
9-1-1999,Retail sales and food services excl motor vehicle and parts,189333,N
10-1-1999,Retail sales and food services excl motor vehicle and parts,195657,N
11-1-1999,Retail sales and food services excl motor vehicle and parts,204250,N
12-1-1999,Retail sales and food services excl motor vehicle and parts,257441,N
1-1-1999,Retail sales and food services excl gasoline stations,203011,N
2-1-1999,Retail sales and food services excl gasoline stations,206380,N
3-1-1999,Retail sales and food services excl gasoline stations,237252,N
4-1-1999,Retail sales and food services excl gasoline stations,233582,N
5-1-1999,Retail sales and food services excl gasoline stations,244205,N
6-1-1999,Retail sales and food services excl gasoline stations,242995,N
7-1-1999,Retail sales and food services excl gasoline stations,242931,N
8-1-1999,Retail sales and food services excl gasoline stations,245811,N
9-1-1999,Retail sales and food services excl gasoline stations,235346,N
10-1-1999,Retail sales and food services excl gasoline stations,239073,N
11-1-1999,Retail sales and food services excl gasoline stations,245874,N
12-1-1999,Retail sales and food services excl gasoline stations,298006,N
1-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,150476,N
2-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,149328,N
3-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,169520,N
4-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,168713,N
5-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,176383,N
6-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,173629,N
7-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,174596,N
8-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,176347,N
9-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,170774,N
10-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,176690,N
11-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,186018,N
12-1-1999,Retail sales and food services excl motor vehicle and parts and gasoline stations,237788,N
1-1-1999,"Retail sales, total",196810,N
2-1-1999,"Retail sales, total",199451,N
3-1-1999,"Retail sales, total",230230,N
4-1-1999,"Retail sales, total",227109,N
5-1-1999,"Retail sales, total",237462,N
6-1-1999,"Retail sales, total",236830,N
7-1-1999,"Retail sales, total",236992,N
8-1-1999,"Retail sales, total",240478,N
9-1-1999,"Retail sales, total",230665,N
10-1-1999,"Retail sales, total",233193,N
11-1-1999,"Retail sales, total",240857,N
12-1-1999,"Retail sales, total",293013,N
1-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",144275,N
2-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",142399,N
3-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",162498,N
4-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",162240,N
5-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",169640,N
6-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",167464,N
7-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",168657,N
8-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",171014,N
9-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",166093,N
10-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",170810,N
11-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",181001,N
12-1-1999,"Retail sales, total (excl. motor vehicle and parts dealers)",232795,N
1-1-1999,GAFO(1),54153,N
2-1-1999,GAFO(1),54729,N
3-1-1999,GAFO(1),62946,N
4-1-1999,GAFO(1),61662,N
5-1-1999,GAFO(1),65302,N
6-1-1999,GAFO(1),64293,N
7-1-1999,GAFO(1),64020,N
8-1-1999,GAFO(1),67768,N
9-1-1999,GAFO(1),64037,N
10-1-1999,GAFO(1),66533,N
11-1-1999,GAFO(1),76342,N
12-1-1999,GAFO(1),113880,N
1-1-1998,"Retail and food services sales, total",207853,N
2-1-1998,"Retail and food services sales, total",203863,N
3-1-1998,"Retail and food services sales, total",230313,N
4-1-1998,"Retail and food services sales, total",234503,N
5-1-1998,"Retail and food services sales, total",245027,N
6-1-1998,"Retail and food services sales, total",244067,N
7-1-1998,"Retail and food services sales, total",241431,N
8-1-1998,"Retail and food services sales, total",240462,N
9-1-1998,"Retail and food services sales, total",231243,N
10-1-1998,"Retail and food services sales, total",244234,N
11-1-1998,"Retail and food services sales, total",240991,N
12-1-1998,"Retail and food services sales, total",288969,N
1-1-1998,Retail sales and food services excl motor vehicle and parts,158132,N
2-1-1998,Retail sales and food services excl motor vehicle and parts,153119,N
3-1-1998,Retail sales and food services excl motor vehicle and parts,170482,N
4-1-1998,Retail sales and food services excl motor vehicle and parts,174475,N
5-1-1998,Retail sales and food services excl motor vehicle and parts,182817,N
6-1-1998,Retail sales and food services excl motor vehicle and parts,179213,N
7-1-1998,Retail sales and food services excl motor vehicle and parts,181661,N
8-1-1998,Retail sales and food services excl motor vehicle and parts,182720,N
9-1-1998,Retail sales and food services excl motor vehicle and parts,174613,N
10-1-1998,Retail sales and food services excl motor vehicle and parts,184751,N
11-1-1998,Retail sales and food services excl motor vehicle and parts,188435,N
12-1-1998,Retail sales and food services excl motor vehicle and parts,234123,N
1-1-1998,Retail sales and food services excl gasoline stations,192618,N
2-1-1998,Retail sales and food services excl gasoline stations,189800,N
3-1-1998,Retail sales and food services excl gasoline stations,214955,N
4-1-1998,Retail sales and food services excl gasoline stations,218816,N
5-1-1998,Retail sales and food services excl gasoline stations,228247,N
6-1-1998,Retail sales and food services excl gasoline stations,227337,N
7-1-1998,Retail sales and food services excl gasoline stations,224137,N
8-1-1998,Retail sales and food services excl gasoline stations,223644,N
9-1-1998,Retail sales and food services excl gasoline stations,215384,N
10-1-1998,Retail sales and food services excl gasoline stations,227824,N
11-1-1998,Retail sales and food services excl gasoline stations,225618,N
12-1-1998,Retail sales and food services excl gasoline stations,272849,N
1-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,142897,N
2-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,139056,N
3-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,155124,N
4-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,158788,N
5-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,166037,N
6-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,162483,N
7-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,164367,N
8-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,165902,N
9-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,158754,N
10-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,168341,N
11-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,173062,N
12-1-1998,Retail sales and food services excl motor vehicle and parts and gasoline stations,218003,N
1-1-1998,"Retail sales, total",187445,N
2-1-1998,"Retail sales, total",183767,N
3-1-1998,"Retail sales, total",207973,N
4-1-1998,"Retail sales, total",212262,N
5-1-1998,"Retail sales, total",221155,N
6-1-1998,"Retail sales, total",220867,N
7-1-1998,"Retail sales, total",217687,N
8-1-1998,"Retail sales, total",216605,N
9-1-1998,"Retail sales, total",208915,N
10-1-1998,"Retail sales, total",220499,N
11-1-1998,"Retail sales, total",218969,N
12-1-1998,"Retail sales, total",265618,N
1-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",137724,N
2-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",133023,N
3-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",148142,N
4-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",152234,N
5-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",158945,N
6-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",156013,N
7-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",157917,N
8-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",158863,N
9-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",152285,N
10-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",161016,N
11-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",166413,N
12-1-1998,"Retail sales, total (excl. motor vehicle and parts dealers)",210772,N
1-1-1998,GAFO(1),50777,N
2-1-1998,GAFO(1),50744,N
3-1-1998,GAFO(1),56790,N
4-1-1998,GAFO(1),58363,N
5-1-1998,GAFO(1),61136,N
6-1-1998,GAFO(1),59553,N
7-1-1998,GAFO(1),59602,N
8-1-1998,GAFO(1),63575,N
9-1-1998,GAFO(1),58678,N
10-1-1998,GAFO(1),62784,N
11-1-1998,GAFO(1),71608,N
12-1-1998,GAFO(1),104326,N
1-1-1997,"Retail and food services sales, total",200389,N
